Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
ene-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4123;Empleados de logística y transporte de pasajeros y mercancías;3139;Técnicos en control de procesos no clasificados bajo otros epígrafes
ene-20;Hombre;San Blas;Entre 56 y 65 años;Española;5833;Conserjes de edificios;;;;
ene-20;Hombre;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9700;Peones de las industrias manufactureras;2931;Artistas de artes plásticas y visuales
ene-20;Hombre;Moratalaz;Menor de 25 años;Extracomunitaria;5110;Cocineros asalariados;9310;Ayudantes de cocina;;
ene-20;Mujer;Moratalaz;Menor de 25 años;Española;5110;Cocineros asalariados;9310;Ayudantes de cocina;;
ene-20;Hombre;Moratalaz;Entre 36 y 45 años;Española;9310;Ayudantes de cocina;;;;
ene-20;Mujer;Moratalaz;Entre 26 y 35 años;Española;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
ene-20;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;5110;Cocineros asalariados;;
ene-20;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;5110;Cocineros asalariados;;
ene-20;Mujer;Tetuán;Entre 26 y 35 años;Española;2252;Técnicos en educación infantil;2251;Maestros de educación infantil;5220;Vendedores en tiendas y almacenes
ene-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;9310;Ayudantes de cocina;5110;Cocineros asalariados;;
ene-20;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;5110;Cocineros asalariados;;
ene-20;Hombre;Tetuán;Entre 26 y 35 años;Extracomunitaria;;;;;;
ene-20;Mujer;Salamanca;Entre 46 y 55 años;Española;2651;Profesionales de la publicidad y la comercialización;;;;
ene-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;7899;Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes
ene-20;Hombre;San Blas;Entre 56 y 65 años;Comunitaria;3510;Agentes y representantes comerciales;5420;Operadores de telemarketing;4424;Teleoperadores
ene-20;Mujer;Chamberí;Entre 46 y 55 años;Española;3813;Técnicos en redes;2923;Filólogos, intérpretes y traductores;4412;Recepcionistas (excepto de hoteles)
ene-20;Mujer;Tetuán;Entre 46 y 55 años;Española;2152;Fisioterapeutas;;;;
ene-20;Hombre;Villaverde;Entre 26 y 35 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9602;Peones de la construcción de edificios;3139;Técnicos en control de procesos no clasificados bajo otros epígrafes
ene-20;Hombre;Ciudad Lineal;Menor de 25 años;Extracomunitaria;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores
ene-20;Mujer;Tetuán;Entre 36 y 45 años;Española;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;;
ene-20;Mujer;Vicálvaro;Entre 56 y 65 años;Comunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;;
ene-20;Hombre;Villaverde;Entre 26 y 35 años;Española;7405;Reparadores de bicicletas y afines;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
ene-20;Hombre;Puente De Vallecas;Entre 56 y 65 años;Española;3522;Agentes de compras;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5833;Conserjes de edificios
ene-20;Mujer;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos);9100;Empleados domésticos
ene-20;Hombre;Puente De Vallecas;Entre 56 y 65 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores;8209;Montadores y ensambladores no clasificados en otros epígrafes
ene-20;Mujer;Vicálvaro;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
ene-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9443;Barrenderos y afines;7899;Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes
ene-20;Mujer;Ciudad Lineal;Mayor de 65 años;Extracomunitaria;9100;Empleados domésticos;5831;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Latina;Entre 46 y 55 años;Española;2311;Profesores de educación especial;7833;Cortadores de tejidos, cuero, piel y otros materiales;;
ene-20;Hombre;Salamanca;Entre 46 y 55 años;Española;5833;Conserjes de edificios;8412;Conductores asalariados de automóviles, taxis y furgonetas;9229;Otro personal de limpieza
ene-20;Mujer;Ciudad Lineal;Entre 56 y 65 años;Española;4424;Teleoperadores;9431;Ordenanzas;4411;Empleados de información al usuario
ene-20;Hombre;Villaverde;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;9811;Peones del transporte de mercancías y descargadores;;
ene-20;Mujer;Retiro;Entre 36 y 45 años;Española;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;3613;Asistentes de dirección y administrativos;2599;Profesionales del derecho no clasificados bajo otros epígrafes
ene-20;Mujer;Hortaleza;Entre 36 y 45 años;Comunitaria;8420;Conductores de autobuses y tranvías;5824;Azafatos de tierra;5721;Cuidadores de niños en guarderías y centros educativos
ene-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4121;Empleados de control de abastecimientos e inventario;3613;Asistentes de dirección y administrativos;2824;Profesionales del trabajo y la educación social
ene-20;Mujer;Usera;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-20;Hombre;Arganzuela;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9601;Peones de obras públicas;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
ene-20;Mujer;Carabanchel;Entre 46 y 55 años;Española;4411;Empleados de información al usuario;3613;Asistentes de dirección y administrativos;;
ene-20;Mujer;Usera;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;9811;Peones del transporte de mercancías y descargadores
ene-20;Mujer;Carabanchel;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;;
ene-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);;
ene-20;Hombre;Usera;Entre 56 y 65 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;8412;Conductores asalariados de automóviles, taxis y furgonetas;8440;Conductores de motocicletas y ciclomotores
ene-20;Hombre;Latina;Entre 36 y 45 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;9602;Peones de la construcción de edificios
ene-20;Hombre;Centro;Entre 36 y 45 años;Española;2422;Ingenieros agrónomos;2326;Profesionales de la educación ambiental;;
ene-20;Mujer;Carabanchel;Entre 56 y 65 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes
ene-20;Hombre;Villaverde;Entre 36 y 45 años;Española;7294;Montadores-instaladores de placas de energía solar;;;;
ene-20;Hombre;Arganzuela;Entre 46 y 55 años;Española;7294;Montadores-instaladores de placas de energía solar;;;;
ene-20;Hombre;Hortaleza;Entre 46 y 55 años;Española;7294;Montadores-instaladores de placas de energía solar;;;;
ene-20;Hombre;Retiro;Entre 26 y 35 años;Española;7294;Montadores-instaladores de placas de energía solar;;;;
ene-20;Hombre;Carabanchel;Entre 36 y 45 años;Española;7294;Montadores-instaladores de placas de energía solar;;;;
ene-20;Hombre;Retiro;Entre 56 y 65 años;Española;7294;Montadores-instaladores de placas de energía solar;3731;Fotógrafos;;
ene-20;Mujer;Tetuán;Entre 36 y 45 años;Española;5120;Camareros asalariados;9310;Ayudantes de cocina;9320;Preparadores de comidas rápidas
ene-20;Mujer;Salamanca;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Chamartín;Entre 36 y 45 años;Extracomunitaria;2824;Profesionales del trabajo y la educación social;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
ene-20;Hombre;Tetuán;Entre 36 y 45 años;Española;3510;Agentes y representantes comerciales;5210;Jefes de sección de tiendas y almacenes;;
ene-20;Mujer;Carabanchel;Menor de 25 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;;;
ene-20;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;5824;Azafatos de tierra
ene-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;3713;Profesionales de apoyo al trabajo y a la educación social;;
ene-20;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;5721;Cuidadores de niños en guarderías y centros educativos;;
ene-20;Mujer;Hortaleza;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9100;Empleados domésticos
ene-20;Hombre;San Blas;Entre 56 y 65 años;Española;5833;Conserjes de edificios;;;;
ene-20;Mujer;Vicálvaro;Entre 26 y 35 años;Española;2159;Profesionales de la salud no clasificados bajo otros epígrafes;2625;Especialistas en formación de personal;;
ene-20;Hombre;Otro Municipio;Entre 36 y 45 años;Comunitaria;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio;5220;Vendedores en tiendas y almacenes
ene-20;Mujer;Ciudad Lineal;Entre 36 y 45 años;Española;3532;Organizadores de conferencias y eventos;2484;Diseñadores gráficos y multimedia;2651;Profesionales de la publicidad y la comercialización
ene-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;3510;Agentes y representantes comerciales;8412;Conductores asalariados de automóviles, taxis y furgonetas
ene-20;Mujer;Chamartín;Entre 46 y 55 años;Extracomunitaria;1221;Directores comerciales y de ventas;;;;
ene-20;Mujer;San Blas;Entre 26 y 35 años;Extracomunitaria;4412;Recepcionistas (excepto de hoteles);5492;Promotores de venta;5120;Camareros asalariados
ene-20;Mujer;Retiro;Entre 36 y 45 años;Española;4424;Teleoperadores;3327;Ayudantes de veterinaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-20;Mujer;Tetuán;Entre 46 y 55 años;Española;5120;Camareros asalariados;;;;
ene-20;Mujer;Ciudad Lineal;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;3713;Profesionales de apoyo al trabajo y a la educación social
ene-20;Mujer;Vicálvaro;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;;
ene-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9100;Empleados domésticos
ene-20;Hombre;Villa De Vallecas;Entre 46 y 55 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;;;;
ene-20;Hombre;Latina;Entre 26 y 35 años;Española;4121;Empleados de control de abastecimientos e inventario;9811;Peones del transporte de mercancías y descargadores;4111;Empleados de contabilidad
ene-20;Hombre;Latina;Entre 56 y 65 años;Española;3510;Agentes y representantes comerciales;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
ene-20;Hombre;Villaverde;Entre 26 y 35 años;Española;5110;Cocineros asalariados;2484;Diseñadores gráficos y multimedia;2484;Diseñadores gráficos y multimedia
ene-20;Mujer;Retiro;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;4424;Teleoperadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Centro;Entre 36 y 45 años;Extracomunitaria;9100;Empleados domésticos;5110;Cocineros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Salamanca;Entre 56 y 65 años;Comunitaria;5811;Peluqueros;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
ene-20;Mujer;Barajas;Entre 36 y 45 años;Extracomunitaria;9820;Reponedores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9811;Peones del transporte de mercancías y descargadores
ene-20;Mujer;Arganzuela;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9310;Ayudantes de cocina
ene-20;Hombre;Fuencarral-el Pardo;Entre 26 y 35 años;Española;2441;Ingenieros en electricidad;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional);2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
ene-20;Mujer;Tetuán;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;3510;Agentes y representantes comerciales;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Villaverde;Entre 56 y 65 años;Comunitaria;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;;
ene-20;Hombre;Barajas;Entre 36 y 45 años;Española;2451;Arquitectos (excepto arquitectos paisajistas y urbanistas);;;;
ene-20;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;8333;Operadores de carretillas elevadoras;9820;Reponedores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3532;Organizadores de conferencias y eventos;5210;Jefes de sección de tiendas y almacenes;4412;Recepcionistas (excepto de hoteles)
ene-20;Hombre;Usera;Entre 46 y 55 años;Española;7312;Soldadores y oxicortadores;9602;Peones de la construcción de edificios;7837;Zapateros y afines
ene-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores
ene-20;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
ene-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;3532;Organizadores de conferencias y eventos;2652;Profesionales de relaciones públicas;2922;Periodistas
ene-20;Mujer;Villaverde;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-20;Mujer;Carabanchel;Entre 26 y 35 años;Comunitaria;5220;Vendedores en tiendas y almacenes;;;;
ene-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores
ene-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;5500;Cajeros y taquilleros (excepto bancos)
ene-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9820;Reponedores;9320;Preparadores de comidas rápidas
ene-20;Mujer;Vicálvaro;Menor de 25 años;Española;2252;Técnicos en educación infantil;5612;Auxiliares de enfermería de atención primaria;5611;Auxiliares de enfermería hospitalaria
ene-20;Hombre;Chamberí;Entre 46 y 55 años;Extracomunitaria;3723;Instructores de actividades deportivas;3510;Agentes y representantes comerciales;5500;Cajeros y taquilleros (excepto bancos)
ene-20;Hombre;Otro Municipio;Menor de 25 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes
ene-20;Mujer;Hortaleza;Entre 36 y 45 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Carabanchel;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-20;Mujer;San Blas;Entre 36 y 45 años;Comunitaria;2252;Técnicos en educación infantil;5500;Cajeros y taquilleros (excepto bancos);5120;Camareros asalariados
ene-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2824;Profesionales del trabajo y la educación social;;
ene-20;Mujer;Carabanchel;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9310;Ayudantes de cocina
ene-20;Hombre;Usera;Menor de 25 años;Extracomunitaria;7121;Albañiles;7231;Pintores y empapeladores;;
ene-20;Mujer;Usera;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios
ene-20;Hombre;Villaverde;Menor de 25 años;Española;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
ene-20;Mujer;Tetuán;Menor de 25 años;Española;2651;Profesionales de la publicidad y la comercialización;;;;
ene-20;Hombre;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;7510;Electricistas de la construcción y afines;7510;Electricistas de la construcción y afines;;
ene-20;Hombre;Centro;Entre 56 y 65 años;Extracomunitaria;7510;Electricistas de la construcción y afines;;;;
ene-20;Hombre;San Blas;Entre 36 y 45 años;Española;;;;;;
ene-20;Hombre;Carabanchel;Entre 26 y 35 años;Española;7510;Electricistas de la construcción y afines;;;;
ene-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes
ene-20;Mujer;Moratalaz;Entre 46 y 55 años;Española;9100;Empleados domésticos;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Hombre;Villa De Vallecas;Entre 36 y 45 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;;;;
ene-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;3820;Programadores informáticos;3811;Técnicos en operaciones de sistemas informáticos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
ene-20;Hombre;San Blas;Entre 36 y 45 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;;;;
ene-20;Mujer;Villaverde;Menor de 25 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
ene-20;Mujer;Centro;Entre 26 y 35 años;Española;2625;Especialistas en formación de personal;2652;Profesionales de relaciones públicas;2651;Profesionales de la publicidad y la comercialización
ene-20;Mujer;Tetuán;Entre 26 y 35 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;;;;
ene-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;3327;Ayudantes de veterinaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
ene-20;Mujer;Villaverde;Entre 36 y 45 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5721;Cuidadores de niños en guarderías y centros educativos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Salamanca;Entre 56 y 65 años;Española;1219;Directores de políticas y planificación y de otros departamentos administrativos no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad
ene-20;Hombre;Tetuán;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;2922;Periodistas
ene-20;Mujer;Usera;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Hombre;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;8432;Conductores asalariados de camiones;5833;Conserjes de edificios
ene-20;Mujer;Villaverde;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5811;Peluqueros;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Carabanchel;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Vicálvaro;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Ciudad Lineal;Entre 36 y 45 años;Española;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores
ene-20;Mujer;Moratalaz;Entre 36 y 45 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;5722;Cuidadores de niños en domicilios
ene-20;Mujer;Villaverde;Menor de 25 años;Española;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
ene-20;Hombre;Carabanchel;Entre 46 y 55 años;Española;5833;Conserjes de edificios;4424;Teleoperadores;5210;Jefes de sección de tiendas y almacenes
ene-20;Hombre;Salamanca;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Hombre;Moratalaz;Entre 46 y 55 años;Extracomunitaria;1321;Directores de servicios de tecnologías de la información y las comunicaciones (TIC);2653;Profesionales de la venta de tecnologías de la información y las comunicaciones;2325;Instructores en tecnologías de la información en enseñanza no reglada
ene-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;5833;Conserjes de edificios;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes;5721;Cuidadores de niños en guarderías y centros educativos
ene-20;Mujer;Centro;Entre 36 y 45 años;Extracomunitaria;9100;Empleados domésticos;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;8333;Operadores de carretillas elevadoras;9820;Reponedores;7121;Albañiles
ene-20;Mujer;Villaverde;Entre 36 y 45 años;Española;5110;Cocineros asalariados;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
ene-20;Hombre;Vicálvaro;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados
ene-20;Mujer;Hortaleza;Entre 26 y 35 años;Extracomunitaria;8333;Operadores de carretillas elevadoras;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
ene-20;Hombre;Usera;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
ene-20;Mujer;Villa De Vallecas;Entre 26 y 35 años;Española;5812;Especialistas en tratamientos de estética, bienestar y afines;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes
ene-20;Hombre;Hortaleza;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4111;Empleados de contabilidad;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines
ene-20;Mujer;Ciudad Lineal;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
ene-20;Hombre;Latina;Entre 26 y 35 años;Extracomunitaria;4424;Teleoperadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;9602;Peones de la construcción de edificios
ene-20;Hombre;Tetuán;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;;
ene-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5611;Auxiliares de enfermería hospitalaria;;;;
ene-20;Hombre;Tetuán;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-20;Mujer;Barajas;Entre 36 y 45 años;Extracomunitaria;;;;;;
ene-20;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-20;Mujer;San Blas;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;;;;
ene-20;Hombre;Moratalaz;Entre 56 y 65 años;Española;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;
ene-20;Hombre;Puente De Vallecas;Entre 56 y 65 años;Española;5833;Conserjes de edificios;8412;Conductores asalariados de automóviles, taxis y furgonetas;7121;Albañiles
ene-20;Hombre;Carabanchel;Entre 26 y 35 años;Española;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;7531;Mecánicos y reparadores de equipos electrónicos;7510;Electricistas de la construcción y afines
ene-20;Hombre;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;8432;Conductores asalariados de camiones;7401;Mecánicos y ajustadores de vehículos de motor;7231;Pintores y empapeladores
ene-20;Mujer;Centro;Entre 46 y 55 años;Comunitaria;4412;Recepcionistas (excepto de hoteles);4422;Recepcionistas de hoteles;5220;Vendedores en tiendas y almacenes
ene-20;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;3316;Técnicos en prótesis dentales;4412;Recepcionistas (excepto de hoteles)
ene-20;Hombre;Moncloa-aravaca;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
ene-20;Mujer;Villaverde;Entre 46 y 55 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-20;Mujer;Otro Municipio;Menor de 25 años;Española;9320;Preparadores de comidas rápidas;5220;Vendedores en tiendas y almacenes;9820;Reponedores
