Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
jun-18;Hombre;Otro Municipio;Entre 26 y 35 años;Comunitaria;8420;Conductores de autobuses y tranvías;8432;Conductores asalariados de camiones;;
jun-18;Mujer;Tetuán;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;;;;
jun-18;Mujer;Puente De Vallecas;Entre 26 y 35 años;Comunitaria;5220;Vendedores en tiendas y almacenes;;;;
jun-18;Mujer;Usera;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4111;Empleados de contabilidad
jun-18;Hombre;Latina;Entre 56 y 65 años;Española;5833;Conserjes de edificios;4411;Empleados de información al usuario;7623;Trabajadores de procesos de encuadernación
jun-18;Mujer;Barajas;Entre 46 y 55 años;Española;2824;Profesionales del trabajo y la educación social;1325;Directores de otros servicios sociales;;
jun-18;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;9820;Reponedores
jun-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;5220;Vendedores en tiendas y almacenes;2624;Especialistas en políticas y servicios de personal y afines
jun-18;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4123;Empleados de logística y transporte de pasajeros y mercancías;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-18;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;5811;Peluqueros;;;;
jun-18;Hombre;Arganzuela;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes;3510;Agentes y representantes comerciales
jun-18;Mujer;Tetuán;Entre 36 y 45 años;Española;9431;Ordenanzas;9310;Ayudantes de cocina;9820;Reponedores
jun-18;Mujer;San Blas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;5721;Cuidadores de niños en guarderías y centros educativos
jun-18;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
jun-18;Hombre;Hortaleza;Entre 46 y 55 años;Española;5833;Conserjes de edificios;8412;Conductores asalariados de automóviles, taxis y furgonetas;7510;Electricistas de la construcción y afines
jun-18;Mujer;Centro;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-18;Hombre;Villaverde;Entre 46 y 55 años;Española;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;7191;Mantenedores de edificios
jun-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;2159;Profesionales de la salud no clasificados bajo otros epígrafes;2824;Profesionales del trabajo y la educación social;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
jun-18;Mujer;Villaverde;Entre 36 y 45 años;Española;3203;Supervisores de industrias alimenticias y del tabaco;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
jun-18;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9811;Peones del transporte de mercancías y descargadores
jun-18;Mujer;Otro Municipio;Entre 46 y 55 años;Española;1315;Directores de empresas de abastecimiento, transporte, distribución y afines;3522;Agentes de compras;;
jun-18;Mujer;Tetuán;Entre 56 y 65 años;Española;9100;Empleados domésticos;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Vicálvaro;Entre 56 y 65 años;Extracomunitaria;7510;Electricistas de la construcción y afines;7510;Electricistas de la construcción y afines;5220;Vendedores en tiendas y almacenes
jun-18;Mujer;Ciudad Lineal;Entre 56 y 65 años;Española;4422;Recepcionistas de hoteles;5812;Especialistas en tratamientos de estética, bienestar y afines;4412;Recepcionistas (excepto de hoteles)
jun-18;Mujer;Moncloa-aravaca;Entre 36 y 45 años;Extracomunitaria;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;;;
jun-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;5500;Cajeros y taquilleros (excepto bancos);4301;Grabadores de datos
jun-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;2912;Bibliotecarios, documentalistas y afines;4301;Grabadores de datos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
jun-18;Mujer;Ciudad Lineal;Menor de 25 años;Española;2651;Profesionales de la publicidad y la comercialización;;;;
jun-18;Mujer;Ciudad Lineal;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Latina;Menor de 25 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;;;;
jun-18;Mujer;Latina;Entre 56 y 65 años;Española;3510;Agentes y representantes comerciales;3713;Profesionales de apoyo al trabajo y a la educación social;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-18;Mujer;Centro;Entre 56 y 65 años;Española;4412;Recepcionistas (excepto de hoteles);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5611;Auxiliares de enfermería hospitalaria
jun-18;Hombre;Villaverde;Entre 56 y 65 años;Extracomunitaria;7703;Panaderos, pasteleros y confiteros;;;;
jun-18;Hombre;Vicálvaro;Entre 26 y 35 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes
jun-18;Hombre;Otro Municipio;Entre 36 y 45 años;Española;4301;Grabadores de datos;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
jun-18;Mujer;Tetuán;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9310;Ayudantes de cocina
jun-18;Hombre;Tetuán;Menor de 25 años;Española;5120;Camareros asalariados;9310;Ayudantes de cocina;9820;Reponedores
jun-18;Mujer;Vicálvaro;Entre 56 y 65 años;Española;5120;Camareros asalariados;5120;Camareros asalariados;;
jun-18;Hombre;Latina;Entre 56 y 65 años;Extracomunitaria;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9602;Peones de la construcción de edificios;5825;Guías de turismo
jun-18;Hombre;Villa De Vallecas;Menor de 25 años;Española;7405;Reparadores de bicicletas y afines;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
jun-18;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Mujer;Usera;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4301;Grabadores de datos;5500;Cajeros y taquilleros (excepto bancos)
jun-18;Hombre;Tetuán;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;;
jun-18;Hombre;Hortaleza;Entre 46 y 55 años;Española;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;7191;Mantenedores de edificios
jun-18;Hombre;Puente De Vallecas;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
jun-18;Mujer;Villaverde;Entre 46 y 55 años;Española;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
jun-18;Mujer;Puente De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9320;Preparadores de comidas rápidas;5721;Cuidadores de niños en guarderías y centros educativos
jun-18;Mujer;Arganzuela;Entre 36 y 45 años;Española;3326;Técnicos en prevención de riesgos laborales y salud ambiental;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5492;Promotores de venta
jun-18;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
jun-18;Mujer;Vicálvaro;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Moratalaz;Entre 36 y 45 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Chamberí;Entre 26 y 35 años;Española;9820;Reponedores;5120;Camareros asalariados;5430;Expendedores de gasolineras
jun-18;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;3510;Agentes y representantes comerciales;2322;Profesores de enseñanza no reglada de idiomas;5824;Azafatos de tierra
jun-18;Mujer;Arganzuela;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4210;Empleados de bibliotecas y archivos;4210;Empleados de bibliotecas y archivos
jun-18;Mujer;Usera;Entre 36 y 45 años;Española;5811;Peluqueros;;;;
jun-18;Hombre;Retiro;Entre 46 y 55 años;Española;2511;Abogados;3613;Asistentes de dirección y administrativos;2599;Profesionales del derecho no clasificados bajo otros epígrafes
jun-18;Mujer;Villaverde;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5721;Cuidadores de niños en guarderías y centros educativos;4424;Teleoperadores
jun-18;Hombre;Moratalaz;Entre 46 y 55 años;Española;3820;Programadores informáticos;3811;Técnicos en operaciones de sistemas informáticos;5833;Conserjes de edificios
jun-18;Mujer;Fuencarral-el Pardo;Entre 56 y 65 años;Española;9310;Ayudantes de cocina;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Carabanchel;Menor de 25 años;Española;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores;9700;Peones de las industrias manufactureras
jun-18;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;3820;Programadores informáticos
jun-18;Mujer;Chamartín;Entre 26 y 35 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;5611;Auxiliares de enfermería hospitalaria;5992;Bañistas-socorristas
jun-18;Mujer;San Blas;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Tetuán;Menor de 25 años;Española;7510;Electricistas de la construcción y afines;9310;Ayudantes de cocina;9820;Reponedores
jun-18;Mujer;Chamberí;Entre 56 y 65 años;Española;4424;Teleoperadores;5420;Operadores de telemarketing;5710;Trabajadores de los cuidados personales a domicilio
jun-18;Mujer;Villa De Vallecas;Menor de 25 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios;5110;Cocineros asalariados
jun-18;Hombre;Arganzuela;Entre 26 y 35 años;Española;2934;Directores de cine, de teatro y afines;7199;Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes;8411;Conductores propietarios de automóviles, taxis y furgonetas
jun-18;Mujer;Carabanchel;Entre 26 y 35 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;;;
jun-18;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;2611;Especialistas en contabilidad
jun-18;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
jun-18;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2251;Maestros de educación infantil;3724;Monitores de actividades recreativas y de entretenimiento;5500;Cajeros y taquilleros (excepto bancos)
jun-18;Hombre;Puente De Vallecas;Menor de 25 años;Española;5120;Camareros asalariados;;;;
jun-18;Hombre;Villaverde;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados;;
jun-18;Mujer;San Blas;Menor de 25 años;Extracomunitaria;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Tetuán;Entre 26 y 35 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
jun-18;Mujer;Arganzuela;Entre 26 y 35 años;Extracomunitaria;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas;3613;Asistentes de dirección y administrativos;3613;Asistentes de dirección y administrativos
jun-18;Mujer;Retiro;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;5110;Cocineros asalariados;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
jun-18;Hombre;Otro Municipio;Entre 46 y 55 años;Española;8420;Conductores de autobuses y tranvías;;;;
jun-18;Hombre;Centro;Entre 46 y 55 años;Española;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
jun-18;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;5833;Conserjes de edificios;;;;
jun-18;Mujer;San Blas;Entre 56 y 65 años;Española;7293;Cristaleros;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
jun-18;Mujer;Latina;Entre 36 y 45 años;Extracomunitaria;5811;Peluqueros;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
jun-18;Mujer;Usera;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9320;Preparadores de comidas rápidas;5722;Cuidadores de niños en domicilios
jun-18;Mujer;Carabanchel;Menor de 25 años;Extracomunitaria;9820;Reponedores;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
jun-18;Mujer;Carabanchel;Entre 46 y 55 años;Española;2322;Profesores de enseñanza no reglada de idiomas;4422;Recepcionistas de hoteles;4412;Recepcionistas (excepto de hoteles)
jun-18;Hombre;Puente De Vallecas;Menor de 25 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Comunitaria;;;;;;
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Mujer;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Mujer;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Mujer;Ciudad Lineal;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-18;Mujer;Fuencarral-el Pardo;Entre 56 y 65 años;Española;4423;Telefonistas;4411;Empleados de información al usuario;5710;Trabajadores de los cuidados personales a domicilio
jun-18;Mujer;Latina;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Salamanca;Entre 26 y 35 años;Española;;;;;;
jun-18;Hombre;Villaverde;Menor de 25 años;Española;;;;;;
jun-18;Hombre;Otro Municipio;Menor de 25 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;;;
jun-18;Mujer;Chamberí;Menor de 25 años;Española;5611;Auxiliares de enfermería hospitalaria;;;;
jun-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2911;Archivistas y conservadores de museos;3733;Técnicos en galerías de arte, museos y bibliotecas
jun-18;Mujer;Otro Municipio;Menor de 25 años;Española;;;;;;
jun-18;Mujer;Carabanchel;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;9100;Empleados domésticos;9100;Empleados domésticos
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);4424;Teleoperadores
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;;;;;;
jun-18;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
jun-18;Hombre;Puente De Vallecas;Menor de 25 años;Extracomunitaria;9820;Reponedores;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
jun-18;Mujer;Usera;Entre 46 y 55 años;Española;9100;Empleados domésticos;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Otro Municipio;Entre 46 y 55 años;Española;8331;Operadores de maquinaria de movimientos de tierras y equipos similares;;;;
jun-18;Hombre;Tetuán;Entre 36 y 45 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;7510;Electricistas de la construcción y afines;9310;Ayudantes de cocina
jun-18;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos);;
jun-18;Hombre;Villa De Vallecas;Entre 46 y 55 años;Comunitaria;7121;Albañiles;8412;Conductores asalariados de automóviles, taxis y furgonetas;9820;Reponedores
jun-18;Mujer;Centro;Entre 46 y 55 años;Extracomunitaria;9310;Ayudantes de cocina;9310;Ayudantes de cocina;5110;Cocineros asalariados
jun-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;2624;Especialistas en políticas y servicios de personal y afines;2824;Profesionales del trabajo y la educación social;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-18;Mujer;Arganzuela;Entre 36 y 45 años;Española;2324;Profesores de enseñanza no reglada de artes;3724;Monitores de actividades recreativas y de entretenimiento;5220;Vendedores en tiendas y almacenes
jun-18;Mujer;San Blas;Entre 46 y 55 años;Española;4111;Empleados de contabilidad;2611;Especialistas en contabilidad;5621;Técnicos auxiliares de farmacia
jun-18;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9310;Ayudantes de cocina;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Vicálvaro;Entre 36 y 45 años;Extracomunitaria;5420;Operadores de telemarketing;3510;Agentes y representantes comerciales;5220;Vendedores en tiendas y almacenes
jun-18;Mujer;Villaverde;Entre 36 y 45 años;Española;3110;Delineantes y dibujantes técnicos;2481;Arquitectos técnicos y técnicos urbanistas;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
jun-18;Mujer;Tetuán;Entre 36 y 45 años;Extracomunitaria;9310;Ayudantes de cocina;9310;Ayudantes de cocina;5120;Camareros asalariados
jun-18;Hombre;San Blas;Menor de 25 años;Extracomunitaria;9310;Ayudantes de cocina;9811;Peones del transporte de mercancías y descargadores;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
jun-18;Mujer;Latina;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;;
jun-18;Mujer;Villaverde;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2625;Especialistas en formación de personal
jun-18;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;3510;Agentes y representantes comerciales;9820;Reponedores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);4210;Empleados de bibliotecas y archivos
jun-18;Mujer;Villa De Vallecas;Entre 56 y 65 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2923;Filólogos, intérpretes y traductores;;
jun-18;Hombre;Chamberí;Entre 56 y 65 años;Española;3813;Técnicos en redes;3820;Programadores informáticos;3613;Asistentes de dirección y administrativos
jun-18;Hombre;Usera;Entre 46 y 55 años;Extracomunitaria;7313;Chapistas y caldereros;;;;
jun-18;Hombre;Moratalaz;Menor de 25 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
jun-18;Mujer;Villaverde;Entre 56 y 65 años;Española;2923;Filólogos, intérpretes y traductores;2322;Profesores de enseñanza no reglada de idiomas;2252;Técnicos en educación infantil
jun-18;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4301;Grabadores de datos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-18;Hombre;Usera;Entre 36 y 45 años;Española;9310;Ayudantes de cocina;5999;Trabajadores de los servicios de protección y seguridad no clasificados bajo otros epígrafes;9811;Peones del transporte de mercancías y descargadores
jun-18;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-18;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-18;Hombre;Barajas;Entre 26 y 35 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-18;Hombre;Vicálvaro;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;4123;Empleados de logística y transporte de pasajeros y mercancías;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-18;Hombre;Villa De Vallecas;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;7510;Electricistas de la construcción y afines
jun-18;Mujer;Vicálvaro;Entre 56 y 65 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
jun-18;Hombre;Moncloa-aravaca;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
jun-18;Mujer;Moncloa-aravaca;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;3613;Asistentes de dirección y administrativos;;
jun-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;5220;Vendedores en tiendas y almacenes
jun-18;Mujer;Villaverde;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-18;Mujer;Tetuán;Entre 26 y 35 años;Española;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-18;Hombre;Ciudad Lineal;Entre 56 y 65 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-18;Mujer;Centro;Entre 26 y 35 años;Extracomunitaria;5811;Peluqueros;7834;Costureros a mano, bordadores y afines;7831;Sastres, modistos, peleteros y sombrereros
jun-18;Mujer;Centro;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9310;Ayudantes de cocina;;
jun-18;Hombre;Villa De Vallecas;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-18;Mujer;Carabanchel;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
jun-18;Hombre;Tetuán;Entre 46 y 55 años;Extracomunitaria;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes;5710;Trabajadores de los cuidados personales a domicilio;9820;Reponedores
jun-18;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
jun-18;Mujer;Barajas;Menor de 25 años;Española;3831;Técnicos de grabación audiovisual;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
jun-18;Hombre;Villaverde;Entre 36 y 45 años;Española;2824;Profesionales del trabajo y la educación social;3713;Profesionales de apoyo al trabajo y a la educación social;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
jun-18;Mujer;Usera;Entre 26 y 35 años;Española;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
jun-18;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;5721;Cuidadores de niños en guarderías y centros educativos;9229;Otro personal de limpieza;;
jun-18;Hombre;Hortaleza;Menor de 25 años;Española;3812;Técnicos en asistencia al usuario de tecnologías de la información;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;;
jun-18;Mujer;Ciudad Lineal;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;5833;Conserjes de edificios
jun-18;Mujer;Tetuán;Entre 26 y 35 años;Española;5210;Jefes de sección de tiendas y almacenes;5220;Vendedores en tiendas y almacenes;5710;Trabajadores de los cuidados personales a domicilio
jun-18;Hombre;Otro Municipio;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;;;;
jun-18;Mujer;Chamartín;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4210;Empleados de bibliotecas y archivos
jun-18;Mujer;Carabanchel;Entre 36 y 45 años;Comunitaria;3534;Agentes y administradores de la propiedad inmobiliaria;4421;Empleados de agencias de viajes;4412;Recepcionistas (excepto de hoteles)
