Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
abr-18;Mujer;Hortaleza;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;2599;Profesionales del derecho no clasificados bajo otros epígrafes;3534;Agentes y administradores de la propiedad inmobiliaria
abr-18;Mujer;Vicálvaro;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
abr-18;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;3731;Fotógrafos;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;8411;Conductores propietarios de automóviles, taxis y furgonetas
abr-18;Hombre;Carabanchel;Entre 56 y 65 años;Española;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
abr-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;9100;Empleados domésticos;5722;Cuidadores de niños en domicilios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Hombre;Vicálvaro;Entre 46 y 55 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9229;Otro personal de limpieza;5833;Conserjes de edificios
abr-18;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9431;Ordenanzas;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
abr-18;Hombre;Puente De Vallecas;Menor de 25 años;Española;8202;Ensambladores de equipos eléctricos y electrónicos;7533;Instaladores y reparadores en tecnologías de la información y las comunicaciones;5220;Vendedores en tiendas y almacenes
abr-18;Hombre;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;4122;Empleados de oficina de servicios de apoyo a la producción;5710;Trabajadores de los cuidados personales a domicilio;9820;Reponedores
abr-18;Hombre;Hortaleza;Entre 56 y 65 años;Española;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5999;Trabajadores de los servicios de protección y seguridad no clasificados bajo otros epígrafes
abr-18;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Hombre;Hortaleza;Entre 46 y 55 años;Española;1212;Directores de recursos humanos;2624;Especialistas en políticas y servicios de personal y afines;3510;Agentes y representantes comerciales
abr-18;Hombre;Chamartín;Entre 46 y 55 años;Española;;;;;;
abr-18;Hombre;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;8412;Conductores asalariados de automóviles, taxis y furgonetas;7250;Mecánicos-instaladores de refrigeración y climatización
abr-18;Hombre;Carabanchel;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;3715;Animadores comunitarios
abr-18;Mujer;Tetuán;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
abr-18;Hombre;Carabanchel;Entre 26 y 35 años;Española;2425;Ingenieros técnicos forestales y del medio natural;3132;Técnicos en instalaciones de tratamiento de residuos, de aguas y otros operadores en plantas similares;5220;Vendedores en tiendas y almacenes
abr-18;Mujer;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;2111;Médicos de familia;3314;Técnicos en laboratorio de diagnóstico clínico;2640;Profesionales de ventas técnicas y médicas (excepto las TIC)
abr-18;Hombre;Usera;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;8412;Conductores asalariados de automóviles, taxis y furgonetas;5220;Vendedores en tiendas y almacenes
abr-18;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;5500;Cajeros y taquilleros (excepto bancos);5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5721;Cuidadores de niños en guarderías y centros educativos
abr-18;Mujer;Chamberí;Entre 36 y 45 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Mujer;Arganzuela;Entre 36 y 45 años;Española;5110;Cocineros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
abr-18;Mujer;San Blas;Entre 56 y 65 años;Comunitaria;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4411;Empleados de información al usuario
abr-18;Hombre;Villa De Vallecas;Entre 56 y 65 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;5833;Conserjes de edificios;5220;Vendedores en tiendas y almacenes
abr-18;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5722;Cuidadores de niños en domicilios
abr-18;Hombre;Usera;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;7231;Pintores y empapeladores
abr-18;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;5220;Vendedores en tiendas y almacenes
abr-18;Hombre;Ciudad Lineal;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles)
abr-18;Mujer;Retiro;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;2824;Profesionales del trabajo y la educación social;;
abr-18;Hombre;Centro;Entre 36 y 45 años;Española;4210;Empleados de bibliotecas y archivos;5825;Guías de turismo;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas
abr-18;Mujer;Usera;Entre 26 y 35 años;Española;3314;Técnicos en laboratorio de diagnóstico clínico;5420;Operadores de telemarketing;5220;Vendedores en tiendas y almacenes
abr-18;Hombre;Otro Municipio;Entre 26 y 35 años;Española;2651;Profesionales de la publicidad y la comercialización;3733;Técnicos en galerías de arte, museos y bibliotecas;2324;Profesores de enseñanza no reglada de artes
abr-18;Mujer;San Blas;Entre 36 y 45 años;Comunitaria;3510;Agentes y representantes comerciales;5120;Camareros asalariados;5430;Expendedores de gasolineras
abr-18;Hombre;Villaverde;Entre 36 y 45 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;8420;Conductores de autobuses y tranvías;9811;Peones del transporte de mercancías y descargadores
abr-18;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;4424;Teleoperadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
abr-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;2599;Profesionales del derecho no clasificados bajo otros epígrafes;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas;4123;Empleados de logística y transporte de pasajeros y mercancías
abr-18;Mujer;Centro;Entre 46 y 55 años;Española;5120;Camareros asalariados;;;;
abr-18;Mujer;Ciudad Lineal;Entre 56 y 65 años;Extracomunitaria;;;;;;
abr-18;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;2484;Diseñadores gráficos y multimedia;9700;Peones de las industrias manufactureras;7623;Trabajadores de procesos de encuadernación
abr-18;Hombre;Latina;Entre 36 y 45 años;Española;9434;Lectores de contadores y recaudadores de máquinas recreativas y expendedoras;9820;Reponedores;4301;Grabadores de datos
abr-18;Mujer;Carabanchel;Menor de 25 años;Española;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;9820;Reponedores
abr-18;Hombre;Latina;Entre 56 y 65 años;Española;7401;Mecánicos y ajustadores de vehículos de motor;8412;Conductores asalariados de automóviles, taxis y furgonetas;5220;Vendedores en tiendas y almacenes
abr-18;Mujer;Chamartín;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
abr-18;Hombre;Usera;Menor de 25 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;8412;Conductores asalariados de automóviles, taxis y furgonetas
abr-18;Hombre;Tetuán;Entre 56 y 65 años;Comunitaria;3510;Agentes y representantes comerciales;5492;Promotores de venta;4411;Empleados de información al usuario
abr-18;Hombre;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;7131;Carpinteros (excepto ebanistas);3510;Agentes y representantes comerciales;5220;Vendedores en tiendas y almacenes
abr-18;Hombre;Hortaleza;Entre 36 y 45 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos);4421;Empleados de agencias de viajes
abr-18;Hombre;Ciudad Lineal;Menor de 25 años;Española;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
abr-18;Mujer;Tetuán;Entre 46 y 55 años;Española;;;;;;
abr-18;Hombre;Moncloa-aravaca;Entre 46 y 55 años;Extracomunitaria;9229;Otro personal de limpieza;7121;Albañiles;9811;Peones del transporte de mercancías y descargadores
abr-18;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
abr-18;Mujer;Arganzuela;Entre 36 y 45 años;Española;3731;Fotógrafos;;;;
abr-18;Mujer;San Blas;Entre 36 y 45 años;Española;5120;Camareros asalariados;5120;Camareros asalariados;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
abr-18;Hombre;Fuencarral-el Pardo;Entre 46 y 55 años;Extracomunitaria;7510;Electricistas de la construcción y afines;9602;Peones de la construcción de edificios;5833;Conserjes de edificios
abr-18;Mujer;Tetuán;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
abr-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);3613;Asistentes de dirección y administrativos
abr-18;Mujer;Moncloa-aravaca;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);5500;Cajeros y taquilleros (excepto bancos)
abr-18;Mujer;San Blas;Entre 46 y 55 años;Española;4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5833;Conserjes de edificios
abr-18;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;5722;Cuidadores de niños en domicilios;5721;Cuidadores de niños en guarderías y centros educativos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Mujer;Latina;Entre 56 y 65 años;Comunitaria;5721;Cuidadores de niños en guarderías y centros educativos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
abr-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);4424;Teleoperadores
abr-18;Mujer;Ciudad Lineal;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4123;Empleados de logística y transporte de pasajeros y mercancías
abr-18;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas
abr-18;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5833;Conserjes de edificios;5500;Cajeros y taquilleros (excepto bancos)
abr-18;Hombre;Otro Municipio;Entre 46 y 55 años;Española;5420;Operadores de telemarketing;3510;Agentes y representantes comerciales;;
abr-18;Mujer;Usera;Entre 46 y 55 años;Española;4223;Empleados de servicio de personal;;;;
abr-18;Mujer;Villaverde;Entre 36 y 45 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;8193;Operadores de máquinas de embalaje, embotellamiento y etiquetado
abr-18;Hombre;Salamanca;Entre 36 y 45 años;Española;2462;Ingenieros técnicos de obras públicas;2432;Ingenieros en construcción y obra civil;2625;Especialistas en formación de personal
abr-18;Hombre;Barajas;Entre 46 y 55 años;Española;4112;Empleados de control de personal y nóminas;1315;Directores de empresas de abastecimiento, transporte, distribución y afines;3611;Supervisores de secretaría
abr-18;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
abr-18;Mujer;Retiro;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;4301;Grabadores de datos
abr-18;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9443;Barrenderos y afines
abr-18;Mujer;Tetuán;Entre 56 y 65 años;Española;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);;
abr-18;Mujer;Hortaleza;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;;
abr-18;Mujer;Villa De Vallecas;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
abr-18;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4210;Empleados de bibliotecas y archivos;3614;Secretarios de centros médicos o clínicas
abr-18;Mujer;Puente De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
abr-18;Mujer;Centro;Entre 56 y 65 años;Española;2322;Profesores de enseñanza no reglada de idiomas;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
abr-18;Mujer;Chamberí;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
abr-18;Mujer;Latina;Entre 26 y 35 años;Española;2625;Especialistas en formación de personal;4112;Empleados de control de personal y nóminas;4123;Empleados de logística y transporte de pasajeros y mercancías
abr-18;Mujer;Tetuán;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9100;Empleados domésticos
abr-18;Mujer;Chamartín;Entre 46 y 55 años;Española;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;9310;Ayudantes de cocina
abr-18;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9431;Ordenanzas;4411;Empleados de información al usuario
abr-18;Mujer;Tetuán;Entre 26 y 35 años;Española;2652;Profesionales de relaciones públicas;5220;Vendedores en tiendas y almacenes;;
abr-18;Hombre;Villaverde;Entre 56 y 65 años;Española;7131;Carpinteros (excepto ebanistas);9700;Peones de las industrias manufactureras;5833;Conserjes de edificios
abr-18;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
abr-18;Mujer;Hortaleza;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);;
abr-18;Mujer;Tetuán;Entre 56 y 65 años;Española;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;4412;Recepcionistas (excepto de hoteles)
abr-18;Hombre;Tetuán;Entre 56 y 65 años;Española;2435;Ingenieros químicos;3510;Agentes y representantes comerciales;1221;Directores comerciales y de ventas
abr-18;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;4123;Empleados de logística y transporte de pasajeros y mercancías;3522;Agentes de compras;9811;Peones del transporte de mercancías y descargadores
abr-18;Hombre;Usera;Entre 36 y 45 años;Española;9602;Peones de la construcción de edificios;7312;Soldadores y oxicortadores;;
abr-18;Hombre;Villaverde;Entre 36 y 45 años;Española;3510;Agentes y representantes comerciales;2322;Profesores de enseñanza no reglada de idiomas;3532;Organizadores de conferencias y eventos
abr-18;Mujer;San Blas;Entre 36 y 45 años;Española;2934;Directores de cine, de teatro y afines;3831;Técnicos de grabación audiovisual;;
abr-18;Mujer;Carabanchel;Entre 26 y 35 años;Española;2624;Especialistas en políticas y servicios de personal y afines;2922;Periodistas;3613;Asistentes de dirección y administrativos
abr-18;Hombre;Carabanchel;Entre 46 y 55 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;5833;Conserjes de edificios;9443;Barrenderos y afines
abr-18;Mujer;Villaverde;Entre 36 y 45 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
abr-18;Hombre;Ciudad Lineal;Entre 36 y 45 años;Española;7199;Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
abr-18;Hombre;Puente De Vallecas;Menor de 25 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores
abr-18;Mujer;Chamartín;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5220;Vendedores en tiendas y almacenes;;
abr-18;Hombre;Puente De Vallecas;Entre 56 y 65 años;Española;7121;Albañiles;7231;Pintores y empapeladores;7703;Panaderos, pasteleros y confiteros
abr-18;Mujer;Vicálvaro;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Mujer;Chamartín;Entre 36 y 45 años;Española;2922;Periodistas;2652;Profesionales de relaciones públicas;3831;Técnicos de grabación audiovisual
abr-18;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
abr-18;Mujer;Villaverde;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Hombre;Puente De Vallecas;Menor de 25 años;Española;5811;Peluqueros;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes
abr-18;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;2324;Profesores de enseñanza no reglada de artes;9431;Ordenanzas;5833;Conserjes de edificios
abr-18;Mujer;Fuencarral-el Pardo;Entre 56 y 65 años;Española;4411;Empleados de información al usuario;5710;Trabajadores de los cuidados personales a domicilio;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
abr-18;Hombre;Villa De Vallecas;Entre 36 y 45 años;Española;9820;Reponedores;8412;Conductores asalariados de automóviles, taxis y furgonetas;;
abr-18;Mujer;Puente De Vallecas;Menor de 25 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9320;Preparadores de comidas rápidas
abr-18;Mujer;Villa De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
abr-18;Hombre;Otro Municipio;Entre 36 y 45 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;
abr-18;Mujer;Usera;Entre 26 y 35 años;Española;2159;Profesionales de la salud no clasificados bajo otros epígrafes;3713;Profesionales de apoyo al trabajo y a la educación social;2824;Profesionales del trabajo y la educación social
abr-18;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
abr-18;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;5722;Cuidadores de niños en domicilios;5710;Trabajadores de los cuidados personales a domicilio;9229;Otro personal de limpieza
abr-18;Mujer;Otro Municipio;Mayor de 65 años;Española;5611;Auxiliares de enfermería hospitalaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
abr-18;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;8432;Conductores asalariados de camiones;8412;Conductores asalariados de automóviles, taxis y furgonetas
abr-18;Hombre;Carabanchel;Entre 46 y 55 años;Española;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;7231;Pintores y empapeladores
abr-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;2156;Terapeutas ocupacionales;;;;
abr-18;Mujer;Barajas;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4411;Empleados de información al usuario
abr-18;Hombre;San Blas;Entre 26 y 35 años;Española;2922;Periodistas;;;;
abr-18;Mujer;Vicálvaro;Entre 26 y 35 años;Extracomunitaria;2651;Profesionales de la publicidad y la comercialización;3510;Agentes y representantes comerciales;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios
abr-18;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;4301;Grabadores de datos;4412;Recepcionistas (excepto de hoteles)
abr-18;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;;
abr-18;Hombre;Tetuán;Entre 36 y 45 años;Española;7510;Electricistas de la construcción y afines;3522;Agentes de compras;;
abr-18;Hombre;Otro Municipio;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;3724;Monitores de actividades recreativas y de entretenimiento;;
abr-18;Mujer;Latina;Menor de 25 años;Extracomunitaria;;;;;;
abr-18;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Mujer;Carabanchel;Entre 56 y 65 años;Española;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Mujer;Villaverde;Menor de 25 años;Española;5120;Camareros asalariados;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
abr-18;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4424;Teleoperadores;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
abr-18;Mujer;Centro;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
abr-18;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;2220;Profesores de formación profesional (materias específicas);2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
abr-18;Mujer;Chamberí;Menor de 25 años;Española;2923;Filólogos, intérpretes y traductores;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional)
abr-18;Hombre;Otro Municipio;Entre 36 y 45 años;Española;5120;Camareros asalariados;5120;Camareros asalariados;1422;Directores y gerentes de bares, cafeterías y similares
abr-18;Hombre;Carabanchel;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Mujer;Retiro;Menor de 25 años;Comunitaria;5220;Vendedores en tiendas y almacenes;;;;
abr-18;Mujer;Tetuán;Entre 56 y 65 años;Española;9100;Empleados domésticos;9310;Ayudantes de cocina;;
abr-18;Hombre;San Blas;Menor de 25 años;Española;8440;Conductores de motocicletas y ciclomotores;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores
abr-18;Hombre;Vicálvaro;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
abr-18;Mujer;Tetuán;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
abr-18;Hombre;Villaverde;Entre 46 y 55 años;Española;2130;Veterinarios;3327;Ayudantes de veterinaria;6202;Trabajadores cualificados en actividades ganaderas de ovino y caprino
abr-18;Mujer;Centro;Entre 36 y 45 años;Española;2922;Periodistas;2936;Locutores de radio, televisión y otros presentadores;2934;Directores de cine, de teatro y afines
abr-18;Hombre;Puente De Vallecas;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3510;Agentes y representantes comerciales;4424;Teleoperadores
abr-18;Mujer;Villa De Vallecas;Entre 36 y 45 años;Extracomunitaria;5811;Peluqueros;5812;Especialistas en tratamientos de estética, bienestar y afines;;
abr-18;Mujer;Latina;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
abr-18;Hombre;Usera;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4121;Empleados de control de abastecimientos e inventario;;
abr-18;Hombre;Carabanchel;Entre 36 y 45 años;Extracomunitaria;9310;Ayudantes de cocina;5110;Cocineros asalariados;9811;Peones del transporte de mercancías y descargadores
abr-18;Mujer;Chamberí;Entre 26 y 35 años;Extracomunitaria;4412;Recepcionistas (excepto de hoteles);5721;Cuidadores de niños en guarderías y centros educativos;3613;Asistentes de dirección y administrativos
abr-18;Mujer;Arganzuela;Entre 26 y 35 años;Española;9310;Ayudantes de cocina;5500;Cajeros y taquilleros (excepto bancos);5721;Cuidadores de niños en guarderías y centros educativos
abr-18;Hombre;Latina;Entre 46 y 55 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;2630;Técnicos de empresas y actividades turísticas
abr-18;Mujer;San Blas;Entre 36 y 45 años;Española;5812;Especialistas en tratamientos de estética, bienestar y afines;5710;Trabajadores de los cuidados personales a domicilio;4412;Recepcionistas (excepto de hoteles)
abr-18;Mujer;Tetuán;Entre 36 y 45 años;Española;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
abr-18;Hombre;Usera;Entre 56 y 65 años;Española;7312;Soldadores y oxicortadores;8412;Conductores asalariados de automóviles, taxis y furgonetas;7314;Montadores de estructuras metálicas
abr-18;Hombre;Usera;Entre 56 y 65 años;Española;7191;Mantenedores de edificios;5833;Conserjes de edificios;8432;Conductores asalariados de camiones
