__ROW_PATH__,"2008 "
,NaN
9,12.1
10.1,10.1
10.5,10.5
10.9,10.9
11.4,11.4
11.8,11.8
12.3,12.3
12.4,12.4
12.5,NaN
13.4,NaN
13.6,NaN
14.7,NaN
15.2,NaN
15.3,NaN
15.5,15.5
15.7,15.7
15.9,15.9
16,16
16.1,16.1
16.6,16.6
16.9,16.9
18.5,18.5
18.7,18.7
18.9,18.9
19.5,19.5
19.8,19.8
20.1,20.1
20.9,20.9
21.4,21.4
23.6,23.6
24.7,24.7
25.9,25.9
